Month,Tonnes
January,1711508.0
February,1692786.0
March,1988587.0
April,1580155.0
May,1011647.0
June,1412200.0
July,757155.0
August,457500.0
September,2897763.0
October,1717210.0
November,1564509.0
December,1259311.0
