Month,Tonnes
January,1737194.0
February,1270277.0
March,1226282.0
April,1346225.0
May,1589912.0
June,1506630.0
July,1650905.0
August,1281508.0
September,1294537.0
October,2702870.0
November,1490430.0
December,2046567.0
